Filename:	C:\Users\Bown_304\Desktop\Jordan\TGA\magnesium_carbonate_heavy_1@241118110522.t6d 
Operator ID:	Jordan 
Sample ID:	magnesium_carbonate_heavy_1 
Comment: 	magnesium_carbonate_heavy_1 
Serial Number:	537L14021001 
Data Collected:	11/18/2024 12:33:22 PM 
Sample Weight:	9.761 mg 
Display Weight:	9.761 
Validation 
Validated:	No 
By:	 
Date:	 
Calibration Information 
Filename:	C:\Program Files\PerkinElmer\Pyris\Calibrations\2023-04-05-Mary.tg1c 
Date/Time:	4/5/2023 3:36:31 PM 
Initial Conditions 
Temperature:	 20.00 °C 
Baseline Filename:	 
End Condition:	Go To Load 
Total Points in Run:	5280 
Method Steps: 
Pre-Run Actions 
Start the Run 
	Action occurs Immediately 
Switch the Gas to Nitrogen at 20.0 ml/min  
	Action occurs Immediately 
1)	Heat from 20.00°C to 900.00°C at 10.00°C/min 
 
1) TGA Temperature Scan 
	Time     	Unsubtracted	Baseline     	Program     	Sample     	Approx.     	R25 Diagnostic 
	          	Weight     	Weight     	Temperature	Temperature	Gas Flow     	Temperature 
	16.783333	9.584644	0.000000	187.837000	181.831000	0.000000 
	16.800000	9.584261	0.000000	188.004000	182.006000	0.000000 
	16.816667	9.583841	0.000000	188.171000	182.172000	0.000000 
	16.833333	9.583557	0.000000	188.337000	182.345000	0.000000 
	16.850000	9.583199	0.000000	188.504000	182.523000	0.000000 
	16.866667	9.582841	0.000000	188.671000	182.694000	0.000000 
	16.883333	9.582384	0.000000	188.837000	182.865000	0.000000 
	16.900000	9.582014	0.000000	189.004000	183.037000	0.000000 
	16.916667	9.581656	0.000000	189.171000	183.206000	0.000000 
	16.933333	9.581261	0.000000	189.337000	183.384000	0.000000 
	16.950000	9.580965	0.000000	189.504000	183.557000	0.000000 
	16.966667	9.580693	0.000000	189.671000	183.732000	0.000000 
	16.983333	9.580285	0.000000	189.837000	183.916000	0.000000 
	17.000000	9.579816	0.000000	190.004000	184.094000	0.000000 
	17.016667	9.579434	0.000000	190.171000	184.257000	0.000000 
	17.033333	9.579125	0.000000	190.337000	184.418000	0.000000 
	17.050000	9.578853	0.000000	190.504000	184.581000	0.000000 
	17.066667	9.578631	0.000000	190.671000	184.741000	0.000000 
	17.083333	9.578298	0.000000	190.837000	184.907000	0.000000 
	17.100000	9.577964	0.000000	191.004000	185.080000	0.000000 
	17.116667	9.577582	0.000000	191.171000	185.253000	0.000000 
	17.133333	9.577199	0.000000	191.337000	185.437000	0.000000 
	17.150000	9.576804	0.000000	191.504000	185.615000	0.000000 
	17.166667	9.576470	0.000000	191.671000	185.781000	0.000000 
	17.183333	9.576100	0.000000	191.837000	185.943000	0.000000 
	17.200000	9.575680	0.000000	192.004000	186.094000	0.000000 
	17.216667	9.575260	0.000000	192.171000	186.248000	0.000000 
	17.233333	9.574902	0.000000	192.337000	186.403000	0.000000 
	17.250000	9.574532	0.000000	192.504000	186.563000	0.000000 
	17.266667	9.574125	0.000000	192.671000	186.717000	0.000000 
	17.283333	9.573779	0.000000	192.837000	186.873000	0.000000 
	17.300000	9.573495	0.000000	193.004000	187.036000	0.000000 
	17.316667	9.573174	0.000000	193.171000	187.210000	0.000000 
	17.333333	9.572841	0.000000	193.337000	187.385000	0.000000 
	17.350000	9.572482	0.000000	193.504000	187.555000	0.000000 
	17.366667	9.572087	0.000000	193.671000	187.732000	0.000000 
	17.383333	9.571618	0.000000	193.837000	187.903000	0.000000 
	17.400000	9.571174	0.000000	194.004000	188.063000	0.000000 
	17.416667	9.570742	0.000000	194.171000	188.227000	0.000000 
	17.433333	9.570334	0.000000	194.337000	188.392000	0.000000 
	17.450000	9.570063	0.000000	194.504000	188.558000	0.000000 
	17.466667	9.569630	0.000000	194.671000	188.731000	0.000000 
	17.483333	9.569235	0.000000	194.837000	188.901000	0.000000 
	17.500000	9.568791	0.000000	195.004000	189.054000	0.000000 
	17.516667	9.568346	0.000000	195.171000	189.204000	0.000000 
	17.533333	9.567951	0.000000	195.337000	189.359000	0.000000 
	17.550000	9.567544	0.000000	195.504000	189.519000	0.000000 
	17.566667	9.567161	0.000000	195.671000	189.690000	0.000000 
	17.583333	9.566754	0.000000	195.837000	189.858000	0.000000 
	17.600000	9.566383	0.000000	196.004000	190.015000	0.000000 
	17.616667	9.565914	0.000000	196.171000	190.177000	0.000000 
	17.633333	9.565482	0.000000	196.337000	190.338000	0.000000 
	17.650000	9.565099	0.000000	196.504000	190.501000	0.000000 
	17.666667	9.564679	0.000000	196.671000	190.670000	0.000000 
	17.683333	9.564247	0.000000	196.837000	190.841000	0.000000 
	17.700000	9.563815	0.000000	197.004000	190.996000	0.000000 
	17.716667	9.563334	0.000000	197.171000	191.152000	0.000000 
	17.733333	9.562902	0.000000	197.337000	191.310000	0.000000 
	17.750000	9.562432	0.000000	197.504000	191.479000	0.000000 
	17.766667	9.561976	0.000000	197.671000	191.648000	0.000000 
	17.783333	9.561655	0.000000	197.837000	191.819000	0.000000 
	17.800000	9.561309	0.000000	198.004000	191.998000	0.000000 
	17.816667	9.560938	0.000000	198.171000	192.182000	0.000000 
	17.833333	9.560457	0.000000	198.337000	192.356000	0.000000 
	17.850000	9.560037	0.000000	198.504000	192.519000	0.000000 
	17.866667	9.559593	0.000000	198.671000	192.691000	0.000000 
	17.883333	9.559111	0.000000	198.837000	192.860000	0.000000 
	17.900000	9.558728	0.000000	199.004000	193.027000	0.000000 
	17.916667	9.558198	0.000000	199.171000	193.188000	0.000000 
	17.933333	9.557741	0.000000	199.337000	193.351000	0.000000 
	17.950000	9.557296	0.000000	199.504000	193.520000	0.000000 
	17.966667	9.556876	0.000000	199.671000	193.687000	0.000000 
	17.983333	9.556432	0.000000	199.837000	193.856000	0.000000 
	18.000000	9.556025	0.000000	200.004000	194.038000	0.000000 
	18.016667	9.555617	0.000000	200.171000	194.209000	0.000000 
	18.033333	9.555234	0.000000	200.337000	194.375000	0.000000 
	18.050000	9.554901	0.000000	200.504000	194.544000	0.000000 
	18.066667	9.554432	0.000000	200.671000	194.718000	0.000000 
	18.083333	9.554000	0.000000	200.837000	194.892000	0.000000 
	18.100000	9.553481	0.000000	201.004000	195.065000	0.000000 
	18.116667	9.553000	0.000000	201.171000	195.241000	0.000000 
	18.133333	9.552555	0.000000	201.337000	195.418000	0.000000 
	18.150000	9.552160	0.000000	201.504000	195.592000	0.000000 
	18.166667	9.551802	0.000000	201.671000	195.753000	0.000000 
	18.183333	9.551345	0.000000	201.837000	195.907000	0.000000 
	18.200000	9.550901	0.000000	202.004000	196.059000	0.000000 
	18.216667	9.550407	0.000000	202.171000	196.217000	0.000000 
	18.233333	9.549888	0.000000	202.337000	196.380000	0.000000 
	18.250000	9.549283	0.000000	202.504000	196.557000	0.000000 
	18.266667	9.548691	0.000000	202.671000	196.733000	0.000000 
	18.283333	9.548160	0.000000	202.837000	196.904000	0.000000 
	18.300000	9.547678	0.000000	203.004000	197.083000	0.000000 
	18.316667	9.547172	0.000000	203.171000	197.266000	0.000000 
	18.333333	9.546666	0.000000	203.337000	197.441000	0.000000 
	18.350000	9.546184	0.000000	203.504000	197.620000	0.000000 
	18.366667	9.545814	0.000000	203.671000	197.803000	0.000000 
	18.383333	9.545555	0.000000	203.837000	197.995000	0.000000 
	18.400000	9.545308	0.000000	204.004000	198.192000	0.000000 
	18.416667	9.544937	0.000000	204.171000	198.385000	0.000000 
	18.433333	9.544555	0.000000	204.337000	198.564000	0.000000 
	18.450000	9.544209	0.000000	204.504000	198.739000	0.000000 
	18.466667	9.543777	0.000000	204.671000	198.917000	0.000000 
	18.483333	9.543221	0.000000	204.837000	199.084000	0.000000 
	18.500000	9.542579	0.000000	205.004000	199.254000	0.000000 
	18.516667	9.541838	0.000000	205.171000	199.418000	0.000000 
	18.533333	9.541048	0.000000	205.337000	199.575000	0.000000 
	18.550000	9.540172	0.000000	205.504000	199.733000	0.000000 
	18.566667	9.539394	0.000000	205.671000	199.904000	0.000000 
	18.583333	9.538925	0.000000	205.837000	200.065000	0.000000 
	18.600000	9.538690	0.000000	206.004000	200.223000	0.000000 
	18.616667	9.538394	0.000000	206.171000	200.383000	0.000000 
	18.633333	9.538023	0.000000	206.337000	200.549000	0.000000 
	18.650000	9.537690	0.000000	206.504000	200.718000	0.000000 
	18.666667	9.537270	0.000000	206.671000	200.896000	0.000000 
	18.683333	9.536801	0.000000	206.837000	201.077000	0.000000 
	18.700000	9.536159	0.000000	207.004000	201.249000	0.000000 
	18.716667	9.535603	0.000000	207.171000	201.427000	0.000000 
	18.733333	9.535023	0.000000	207.337000	201.603000	0.000000 
	18.750000	9.534406	0.000000	207.504000	201.764000	0.000000 
	18.766667	9.533825	0.000000	207.671000	201.920000	0.000000 
	18.783333	9.533344	0.000000	207.837000	202.078000	0.000000 
	18.800000	9.532875	0.000000	208.004000	202.233000	0.000000 
	18.816667	9.532406	0.000000	208.171000	202.394000	0.000000 
	18.833333	9.531936	0.000000	208.337000	202.551000	0.000000 
	18.850000	9.531430	0.000000	208.504000	202.715000	0.000000 
	18.866667	9.530924	0.000000	208.671000	202.876000	0.000000 
	18.883333	9.530381	0.000000	208.837000	203.037000	0.000000 
	18.900000	9.529788	0.000000	209.004000	203.207000	0.000000 
	18.916667	9.529270	0.000000	209.171000	203.389000	0.000000 
	18.933333	9.528751	0.000000	209.337000	203.564000	0.000000 
	18.950000	9.528183	0.000000	209.504000	203.732000	0.000000 
	18.966667	9.527702	0.000000	209.671000	203.898000	0.000000 
	18.983333	9.527121	0.000000	209.837000	204.060000	0.000000 
	19.000000	9.526664	0.000000	210.004000	204.217000	0.000000 
	19.016667	9.526121	0.000000	210.171000	204.382000	0.000000 
	19.033333	9.525615	0.000000	210.337000	204.553000	0.000000 
	19.050000	9.525158	0.000000	210.504000	204.736000	0.000000 
	19.066667	9.524652	0.000000	210.671000	204.933000	0.000000 
	19.083333	9.524072	0.000000	210.837000	205.133000	0.000000 
	19.100000	9.523467	0.000000	211.004000	205.321000	0.000000 
	19.116667	9.522825	0.000000	211.171000	205.507000	0.000000 
	19.133333	9.522244	0.000000	211.337000	205.690000	0.000000 
	19.150000	9.521714	0.000000	211.504000	205.864000	0.000000 
	19.166667	9.521146	0.000000	211.671000	206.036000	0.000000 
	19.183333	9.520553	0.000000	211.837000	206.215000	0.000000 
	19.200000	9.519911	0.000000	212.004000	206.401000	0.000000 
	19.216667	9.519294	0.000000	212.171000	206.580000	0.000000 
	19.233333	9.518701	0.000000	212.337000	206.753000	0.000000 
	19.250000	9.518034	0.000000	212.504000	206.925000	0.000000 
	19.266667	9.517343	0.000000	212.671000	207.103000	0.000000 
	19.283333	9.516812	0.000000	212.837000	207.275000	0.000000 
	19.300000	9.516232	0.000000	213.004000	207.437000	0.000000 
	19.316667	9.515750	0.000000	213.171000	207.605000	0.000000 
	19.333333	9.515343	0.000000	213.337000	207.778000	0.000000 
	19.350000	9.515022	0.000000	213.504000	207.954000	0.000000 
	19.366667	9.514602	0.000000	213.671000	208.132000	0.000000 
	19.383333	9.514022	0.000000	213.837000	208.293000	0.000000 
	19.400000	9.513306	0.000000	214.004000	208.439000	0.000000 
	19.416667	9.512676	0.000000	214.171000	208.585000	0.000000 
	19.433333	9.512071	0.000000	214.337000	208.744000	0.000000 
	19.450000	9.511491	0.000000	214.504000	208.911000	0.000000 
	19.466667	9.510935	0.000000	214.671000	209.061000	0.000000 
	19.483333	9.510330	0.000000	214.837000	209.206000	0.000000 
	19.500000	9.509676	0.000000	215.004000	209.360000	0.000000 
	19.516667	9.509145	0.000000	215.171000	209.513000	0.000000 
	19.533333	9.508614	0.000000	215.337000	209.674000	0.000000 
	19.550000	9.508058	0.000000	215.504000	209.843000	0.000000 
	19.566667	9.507404	0.000000	215.671000	210.007000	0.000000 
	19.583333	9.506787	0.000000	215.837000	210.168000	0.000000 
	19.600000	9.506243	0.000000	216.004000	210.324000	0.000000 
	19.616667	9.505638	0.000000	216.171000	210.480000	0.000000 
	19.633333	9.505021	0.000000	216.337000	210.634000	0.000000 
	19.650000	9.504317	0.000000	216.504000	210.794000	0.000000 
	19.666667	9.503589	0.000000	216.671000	210.950000	0.000000 
	19.683333	9.502836	0.000000	216.837000	211.112000	0.000000 
	19.700000	9.502132	0.000000	217.004000	211.273000	0.000000 
	19.716667	9.501638	0.000000	217.171000	211.423000	0.000000 
	19.733333	9.501095	0.000000	217.337000	211.575000	0.000000 
	19.750000	9.500564	0.000000	217.504000	211.742000	0.000000 
	19.766667	9.500058	0.000000	217.671000	211.914000	0.000000 
	19.783333	9.499428	0.000000	217.837000	212.076000	0.000000 
	19.800000	9.498798	0.000000	218.004000	212.232000	0.000000 
	19.816667	9.498342	0.000000	218.171000	212.387000	0.000000 
	19.833333	9.497872	0.000000	218.337000	212.538000	0.000000 
	19.850000	9.497453	0.000000	218.504000	212.689000	0.000000 
	19.866667	9.497057	0.000000	218.671000	212.846000	0.000000 
	19.883333	9.496477	0.000000	218.837000	213.006000	0.000000 
	19.900000	9.495724	0.000000	219.004000	213.162000	0.000000 
	19.916667	9.494959	0.000000	219.171000	213.326000	0.000000 
	19.933333	9.494070	0.000000	219.337000	213.501000	0.000000 
	19.950000	9.493131	0.000000	219.504000	213.677000	0.000000 
	19.966667	9.492353	0.000000	219.671000	213.854000	0.000000 
	19.983333	9.491785	0.000000	219.837000	214.024000	0.000000 
	20.000000	9.491205	0.000000	220.004000	214.192000	0.000000 
	20.016667	9.490699	0.000000	220.171000	214.355000	0.000000 
	20.033333	9.490267	0.000000	220.337000	214.527000	0.000000 
	20.050000	9.489773	0.000000	220.504000	214.704000	0.000000 
	20.066667	9.489168	0.000000	220.671000	214.871000	0.000000 
	20.083333	9.488477	0.000000	220.837000	215.037000	0.000000 
	20.100000	9.487810	0.000000	221.004000	215.206000	0.000000 
	20.116667	9.487131	0.000000	221.171000	215.370000	0.000000 
	20.133333	9.486464	0.000000	221.337000	215.544000	0.000000 
	20.150000	9.485748	0.000000	221.504000	215.715000	0.000000 
	20.166667	9.485069	0.000000	221.671000	215.883000	0.000000 
	20.183333	9.484439	0.000000	221.837000	216.047000	0.000000 
	20.200000	9.483834	0.000000	222.004000	216.212000	0.000000 
	20.216667	9.483328	0.000000	222.171000	216.379000	0.000000 
	20.233333	9.482760	0.000000	222.337000	216.546000	0.000000 
	20.250000	9.482044	0.000000	222.504000	216.714000	0.000000 
	20.266667	9.481340	0.000000	222.671000	216.881000	0.000000 
	20.283333	9.480698	0.000000	222.837000	217.062000	0.000000 
	20.300000	9.480130	0.000000	223.004000	217.240000	0.000000 
	20.316667	9.479562	0.000000	223.171000	217.404000	0.000000 
	20.333333	9.478883	0.000000	223.337000	217.562000	0.000000 
	20.350000	9.478130	0.000000	223.504000	217.717000	0.000000 
	20.366667	9.477439	0.000000	223.671000	217.882000	0.000000 
	20.383333	9.476747	0.000000	223.837000	218.051000	0.000000 
	20.400000	9.476044	0.000000	224.004000	218.210000	0.000000 
	20.416667	9.475291	0.000000	224.171000	218.372000	0.000000 
	20.433333	9.474562	0.000000	224.337000	218.531000	0.000000 
	20.450000	9.473982	0.000000	224.504000	218.692000	0.000000 
	20.466667	9.473389	0.000000	224.671000	218.856000	0.000000 
	20.483333	9.472846	0.000000	224.837000	219.027000	0.000000 
	20.500000	9.472253	0.000000	225.004000	219.202000	0.000000 
	20.516667	9.471636	0.000000	225.171000	219.377000	0.000000 
	20.533333	9.471056	0.000000	225.337000	219.540000	0.000000 
	20.550000	9.470500	0.000000	225.504000	219.695000	0.000000 
	20.566667	9.469920	0.000000	225.671000	219.857000	0.000000 
	20.583333	9.469352	0.000000	225.837000	220.023000	0.000000 
	20.600000	9.468734	0.000000	226.004000	220.191000	0.000000 
	20.616667	9.467944	0.000000	226.171000	220.359000	0.000000 
	20.633333	9.467265	0.000000	226.337000	220.523000	0.000000 
	20.650000	9.466500	0.000000	226.504000	220.685000	0.000000 
	20.666667	9.465845	0.000000	226.671000	220.853000	0.000000 
	20.683333	9.465315	0.000000	226.837000	221.040000	0.000000 
	20.700000	9.464537	0.000000	227.004000	221.231000	0.000000 
	20.716667	9.463759	0.000000	227.171000	221.412000	0.000000 
	20.733333	9.463154	0.000000	227.337000	221.585000	0.000000 
	20.750000	9.462648	0.000000	227.504000	221.752000	0.000000 
	20.766667	9.461969	0.000000	227.671000	221.913000	0.000000 
	20.783333	9.461290	0.000000	227.837000	222.079000	0.000000 
	20.800000	9.460573	0.000000	228.004000	222.242000	0.000000 
	20.816667	9.459808	0.000000	228.171000	222.401000	0.000000 
	20.833333	9.459080	0.000000	228.337000	222.566000	0.000000 
	20.850000	9.458437	0.000000	228.504000	222.739000	0.000000 
	20.866667	9.457697	0.000000	228.671000	222.922000	0.000000 
	20.883333	9.456919	0.000000	228.837000	223.097000	0.000000 
	20.900000	9.456215	0.000000	229.004000	223.275000	0.000000 
	20.916667	9.455524	0.000000	229.171000	223.451000	0.000000 
	20.933333	9.454832	0.000000	229.337000	223.629000	0.000000 
	20.950000	9.454215	0.000000	229.504000	223.811000	0.000000 
	20.966667	9.453524	0.000000	229.671000	224.002000	0.000000 
	20.983333	9.452857	0.000000	229.837000	224.185000	0.000000 
	21.000000	9.452178	0.000000	230.004000	224.367000	0.000000 
	21.016667	9.451499	0.000000	230.171000	224.540000	0.000000 
	21.033333	9.450758	0.000000	230.337000	224.705000	0.000000 
	21.050000	9.449980	0.000000	230.504000	224.874000	0.000000 
	21.066667	9.449202	0.000000	230.671000	225.032000	0.000000 
	21.083333	9.448486	0.000000	230.837000	225.189000	0.000000 
	21.100000	9.447955	0.000000	231.004000	225.353000	0.000000 
	21.116667	9.447498	0.000000	231.171000	225.507000	0.000000 
	21.133333	9.447017	0.000000	231.337000	225.665000	0.000000 
	21.150000	9.446400	0.000000	231.504000	225.831000	0.000000 
	21.166667	9.445646	0.000000	231.671000	225.996000	0.000000 
	21.183333	9.444856	0.000000	231.837000	226.152000	0.000000 
	21.200000	9.444115	0.000000	232.004000	226.311000	0.000000 
	21.216667	9.443362	0.000000	232.171000	226.489000	0.000000 
	21.233333	9.442547	0.000000	232.337000	226.651000	0.000000 
	21.250000	9.441844	0.000000	232.504000	226.801000	0.000000 
	21.266667	9.441091	0.000000	232.671000	226.961000	0.000000 
	21.283333	9.440251	0.000000	232.837000	227.130000	0.000000 
	21.300000	9.439510	0.000000	233.004000	227.309000	0.000000 
	21.316667	9.438831	0.000000	233.171000	227.487000	0.000000 
	21.333333	9.438115	0.000000	233.337000	227.660000	0.000000 
	21.350000	9.437498	0.000000	233.504000	227.831000	0.000000 
	21.366667	9.436979	0.000000	233.671000	227.996000	0.000000 
	21.383333	9.436387	0.000000	233.837000	228.160000	0.000000 
	21.400000	9.435856	0.000000	234.004000	228.329000	0.000000 
	21.416667	9.435300	0.000000	234.171000	228.496000	0.000000 
	21.433333	9.434485	0.000000	234.337000	228.656000	0.000000 
	21.450000	9.433584	0.000000	234.504000	228.813000	0.000000 
	21.466667	9.432794	0.000000	234.671000	228.970000	0.000000 
	21.483333	9.431954	0.000000	234.837000	229.140000	0.000000 
	21.500000	9.431201	0.000000	235.004000	229.309000	0.000000 
	21.516667	9.430485	0.000000	235.171000	229.472000	0.000000 
	21.533333	9.429682	0.000000	235.337000	229.626000	0.000000 
	21.550000	9.428892	0.000000	235.504000	229.778000	0.000000 
	21.566667	9.428102	0.000000	235.671000	229.933000	0.000000 
	21.583333	9.427448	0.000000	235.837000	230.101000	0.000000 
	21.600000	9.426793	0.000000	236.004000	230.270000	0.000000 
	21.616667	9.426139	0.000000	236.171000	230.438000	0.000000 
	21.633333	9.425435	0.000000	236.337000	230.605000	0.000000 
	21.650000	9.424608	0.000000	236.504000	230.773000	0.000000 
	21.666667	9.423855	0.000000	236.671000	230.942000	0.000000 
	21.683333	9.423151	0.000000	236.837000	231.114000	0.000000 
	21.700000	9.422312	0.000000	237.004000	231.285000	0.000000 
	21.716667	9.421423	0.000000	237.171000	231.445000	0.000000 
	21.733333	9.420571	0.000000	237.337000	231.593000	0.000000 
	21.750000	9.419805	0.000000	237.504000	231.737000	0.000000 
	21.766667	9.418978	0.000000	237.671000	231.892000	0.000000 
	21.783333	9.418237	0.000000	237.837000	232.062000	0.000000 
	21.800000	9.417570	0.000000	238.004000	232.233000	0.000000 
	21.816667	9.416928	0.000000	238.171000	232.397000	0.000000 
	21.833333	9.416249	0.000000	238.337000	232.567000	0.000000 
	21.850000	9.415533	0.000000	238.504000	232.735000	0.000000 
	21.866667	9.414805	0.000000	238.671000	232.904000	0.000000 
	21.883333	9.414015	0.000000	238.837000	233.064000	0.000000 
	21.900000	9.413126	0.000000	239.004000	233.224000	0.000000 
	21.916667	9.412373	0.000000	239.171000	233.383000	0.000000 
	21.933333	9.411656	0.000000	239.337000	233.542000	0.000000 
	21.950000	9.410879	0.000000	239.504000	233.701000	0.000000 
	21.966667	9.410113	0.000000	239.671000	233.863000	0.000000 
	21.983333	9.409298	0.000000	239.837000	234.025000	0.000000 
	22.000000	9.408446	0.000000	240.004000	234.186000	0.000000 
	22.016667	9.407669	0.000000	240.171000	234.346000	0.000000 
	22.033333	9.406841	0.000000	240.337000	234.508000	0.000000 
	22.050000	9.406002	0.000000	240.504000	234.684000	0.000000 
	22.066667	9.405212	0.000000	240.671000	234.861000	0.000000 
	22.083333	9.404471	0.000000	240.837000	235.027000	0.000000 
	22.100000	9.403804	0.000000	241.004000	235.190000	0.000000 
	22.116667	9.403014	0.000000	241.171000	235.348000	0.000000 
	22.133333	9.402137	0.000000	241.337000	235.509000	0.000000 
	22.150000	9.401236	0.000000	241.504000	235.673000	0.000000 
	22.166667	9.400224	0.000000	241.671000	235.838000	0.000000 
	22.183333	9.399261	0.000000	241.837000	235.996000	0.000000 
	22.200000	9.398310	0.000000	242.004000	236.157000	0.000000 
	22.216667	9.397470	0.000000	242.171000	236.314000	0.000000 
	22.233333	9.396618	0.000000	242.337000	236.471000	0.000000 
	22.250000	9.395890	0.000000	242.504000	236.628000	0.000000 
	22.266667	9.395174	0.000000	242.671000	236.785000	0.000000 
	22.283333	9.394408	0.000000	242.837000	236.956000	0.000000 
	22.300000	9.393593	0.000000	243.004000	237.121000	0.000000 
	22.316667	9.392692	0.000000	243.171000	237.284000	0.000000 
	22.333333	9.391877	0.000000	243.337000	237.451000	0.000000 
	22.350000	9.391112	0.000000	243.504000	237.619000	0.000000 
	22.366667	9.390186	0.000000	243.671000	237.784000	0.000000 
	22.383333	9.389285	0.000000	243.837000	237.942000	0.000000 
	22.400000	9.388494	0.000000	244.004000	238.101000	0.000000 
	22.416667	9.387655	0.000000	244.171000	238.262000	0.000000 
	22.433333	9.386815	0.000000	244.337000	238.432000	0.000000 
	22.450000	9.385939	0.000000	244.504000	238.608000	0.000000 
	22.466667	9.385037	0.000000	244.671000	238.775000	0.000000 
	22.483333	9.384111	0.000000	244.837000	238.940000	0.000000 
	22.500000	9.383173	0.000000	245.004000	239.100000	0.000000 
	22.516667	9.382259	0.000000	245.171000	239.257000	0.000000 
	22.533333	9.381395	0.000000	245.337000	239.406000	0.000000 
	22.550000	9.380593	0.000000	245.504000	239.565000	0.000000 
	22.566667	9.379617	0.000000	245.671000	239.733000	0.000000 
	22.583333	9.378666	0.000000	245.837000	239.904000	0.000000 
	22.600000	9.377790	0.000000	246.004000	240.064000	0.000000 
	22.616667	9.376839	0.000000	246.171000	240.222000	0.000000 
	22.633333	9.375901	0.000000	246.337000	240.385000	0.000000 
	22.650000	9.375012	0.000000	246.504000	240.549000	0.000000 
	22.666667	9.374209	0.000000	246.671000	240.711000	0.000000 
	22.683333	9.373407	0.000000	246.837000	240.881000	0.000000 
	22.700000	9.372580	0.000000	247.004000	241.052000	0.000000 
	22.716667	9.371728	0.000000	247.171000	241.221000	0.000000 
	22.733333	9.370876	0.000000	247.337000	241.381000	0.000000 
	22.750000	9.369962	0.000000	247.504000	241.545000	0.000000 
	22.766667	9.369061	0.000000	247.671000	241.711000	0.000000 
	22.783333	9.368098	0.000000	247.837000	241.874000	0.000000 
	22.800000	9.367073	0.000000	248.004000	242.037000	0.000000 
	22.816667	9.366098	0.000000	248.171000	242.206000	0.000000 
	22.833333	9.365110	0.000000	248.337000	242.376000	0.000000 
	22.850000	9.364048	0.000000	248.504000	242.538000	0.000000 
	22.866667	9.363036	0.000000	248.671000	242.702000	0.000000 
	22.883333	9.362060	0.000000	248.837000	242.863000	0.000000 
	22.900000	9.361159	0.000000	249.004000	243.027000	0.000000 
	22.916667	9.360258	0.000000	249.171000	243.198000	0.000000 
	22.933333	9.359369	0.000000	249.337000	243.373000	0.000000 
	22.950000	9.358480	0.000000	249.504000	243.532000	0.000000 
	22.966667	9.357467	0.000000	249.671000	243.683000	0.000000 
	22.983333	9.356430	0.000000	249.837000	243.833000	0.000000 
	23.000000	9.355455	0.000000	250.004000	243.993000	0.000000 
	23.016667	9.354257	0.000000	250.171000	244.149000	0.000000 
	23.033333	9.353233	0.000000	250.337000	244.310000	0.000000 
	23.050000	9.352356	0.000000	250.504000	244.482000	0.000000 
	23.066667	9.351541	0.000000	250.671000	244.652000	0.000000 
	23.083333	9.350739	0.000000	250.837000	244.823000	0.000000 
	23.100000	9.349887	0.000000	251.004000	244.994000	0.000000 
	23.116667	9.348837	0.000000	251.171000	245.159000	0.000000 
	23.133333	9.347763	0.000000	251.337000	245.320000	0.000000 
	23.150000	9.346640	0.000000	251.504000	245.484000	0.000000 
	23.166667	9.345578	0.000000	251.671000	245.649000	0.000000 
	23.183333	9.344467	0.000000	251.837000	245.817000	0.000000 
	23.200000	9.343368	0.000000	252.004000	245.984000	0.000000 
	23.216667	9.342392	0.000000	252.171000	246.146000	0.000000 
	23.233333	9.341429	0.000000	252.337000	246.314000	0.000000 
	23.250000	9.340417	0.000000	252.504000	246.486000	0.000000 
	23.266667	9.339343	0.000000	252.671000	246.657000	0.000000 
	23.283333	9.338330	0.000000	252.837000	246.821000	0.000000 
	23.300000	9.337256	0.000000	253.004000	246.982000	0.000000 
	23.316667	9.336207	0.000000	253.171000	247.145000	0.000000 
	23.333333	9.335207	0.000000	253.337000	247.300000	0.000000 
	23.350000	9.334133	0.000000	253.504000	247.466000	0.000000 
	23.366667	9.333145	0.000000	253.671000	247.639000	0.000000 
	23.383333	9.332169	0.000000	253.837000	247.807000	0.000000 
	23.400000	9.331095	0.000000	254.004000	247.965000	0.000000 
	23.416667	9.329984	0.000000	254.171000	248.122000	0.000000 
	23.433333	9.328873	0.000000	254.337000	248.282000	0.000000 
	23.450000	9.327762	0.000000	254.504000	248.448000	0.000000 
	23.466667	9.326663	0.000000	254.671000	248.608000	0.000000 
	23.483333	9.325515	0.000000	254.837000	248.769000	0.000000 
	23.500000	9.324428	0.000000	255.004000	248.941000	0.000000 
	23.516667	9.323354	0.000000	255.171000	249.119000	0.000000 
	23.533333	9.322206	0.000000	255.337000	249.296000	0.000000 
	23.550000	9.321033	0.000000	255.504000	249.463000	0.000000 
	23.566667	9.319872	0.000000	255.671000	249.617000	0.000000 
	23.583333	9.318749	0.000000	255.837000	249.770000	0.000000 
	23.600000	9.317773	0.000000	256.004000	249.934000	0.000000 
	23.616667	9.316786	0.000000	256.171000	250.092000	0.000000 
	23.633333	9.315650	0.000000	256.337000	250.249000	0.000000 
	23.650000	9.314502	0.000000	256.504000	250.410000	0.000000 
	23.666667	9.313341	0.000000	256.671000	250.571000	0.000000 
	23.683333	9.312143	0.000000	256.837000	250.727000	0.000000 
	23.700000	9.311020	0.000000	257.004000	250.885000	0.000000 
	23.716667	9.309835	0.000000	257.171000	251.044000	0.000000 
	23.733333	9.308538	0.000000	257.337000	251.212000	0.000000 
	23.750000	9.307427	0.000000	257.504000	251.396000	0.000000 
	23.766667	9.306377	0.000000	257.671000	251.592000	0.000000 
