Filename:	C:\Users\Bown_304\Desktop\Jordan\TGA\silica_fume@241216130237.t6d 
Operator ID:	Jordan 
Sample ID:	silica_fume 
Comment: 	Silica fume 
Serial Number:	537L14021001 
Data Collected:	12/16/2024 2:30:38 PM 
Sample Weight:	14.705 mg 
Display Weight:	14.705 
Validation 
Validated:	No 
By:	 
Date:	 
Calibration Information 
Filename:	C:\Program Files\PerkinElmer\Pyris\Calibrations\2023-04-05-Mary.tg1c 
Date/Time:	4/5/2023 3:36:31 PM 
Initial Conditions 
Temperature:	 20.00 °C 
Baseline Filename:	 
End Condition:	Go To Load 
Total Points in Run:	5280 
Method Steps: 
Pre-Run Actions 
Start the Run 
	Action occurs Immediately 
Switch the Gas to Nitrogen at 20.0 ml/min  
	Action occurs Immediately 
1)	Heat from 20.00°C to 900.00°C at 10.00°C/min 
 
1) TGA Temperature Scan 
	Time     	Unsubtracted	Baseline     	Program     	Sample     	Approx.     	R25 Diagnostic 
	          	Weight     	Weight     	Temperature	Temperature	Gas Flow     	Temperature 
	3.650000	14.700285	0.000000	56.504000	45.992000	0.000000 
	3.666667	14.700334	0.000000	56.671000	46.173000	0.000000 
	3.683333	14.700346	0.000000	56.837000	46.345000	0.000000 
	3.700000	14.700334	0.000000	57.004000	46.523000	0.000000 
	3.716667	14.700371	0.000000	57.171000	46.713000	0.000000 
	3.733333	14.700346	0.000000	57.337000	46.897000	0.000000 
	3.750000	14.700322	0.000000	57.504000	47.075000	0.000000 
	3.766667	14.700346	0.000000	57.671000	47.257000	0.000000 
	3.783333	14.700297	0.000000	57.837000	47.451000	0.000000 
	3.800000	14.700235	0.000000	58.004000	47.624000	0.000000 
	3.816667	14.700211	0.000000	58.171000	47.801000	0.000000 
	3.833333	14.700198	0.000000	58.337000	47.988000	0.000000 
	3.850000	14.700112	0.000000	58.504000	48.182000	0.000000 
	3.866667	14.700050	0.000000	58.671000	48.375000	0.000000 
	3.883333	14.700149	0.000000	58.837000	48.554000	0.000000 
	3.900000	14.700174	0.000000	59.004000	48.726000	0.000000 
	3.916667	14.700112	0.000000	59.171000	48.895000	0.000000 
	3.933333	14.700062	0.000000	59.337000	49.072000	0.000000 
	3.950000	14.699964	0.000000	59.504000	49.245000	0.000000 
	3.966667	14.699951	0.000000	59.671000	49.430000	0.000000 
	3.983333	14.700038	0.000000	59.837000	49.626000	0.000000 
	4.000000	14.700112	0.000000	60.004000	49.815000	0.000000 
	4.016667	14.700174	0.000000	60.171000	49.989000	0.000000 
	4.033333	14.700124	0.000000	60.337000	50.160000	0.000000 
	4.050000	14.700062	0.000000	60.504000	50.332000	0.000000 
	4.066667	14.700062	0.000000	60.671000	50.519000	0.000000 
	4.083333	14.700087	0.000000	60.837000	50.714000	0.000000 
	4.100000	14.700062	0.000000	61.004000	50.899000	0.000000 
	4.116667	14.700062	0.000000	61.171000	51.067000	0.000000 
	4.133333	14.700075	0.000000	61.337000	51.235000	0.000000 
	4.150000	14.699964	0.000000	61.504000	51.407000	0.000000 
	4.166667	14.699914	0.000000	61.671000	51.582000	0.000000 
	4.183333	14.699840	0.000000	61.837000	51.763000	0.000000 
	4.200000	14.699803	0.000000	62.004000	51.945000	0.000000 
	4.216667	14.699778	0.000000	62.171000	52.131000	0.000000 
	4.233333	14.699717	0.000000	62.337000	52.326000	0.000000 
	4.250000	14.699680	0.000000	62.504000	52.514000	0.000000 
	4.266667	14.699593	0.000000	62.671000	52.698000	0.000000 
	4.283333	14.699593	0.000000	62.837000	52.881000	0.000000 
	4.300000	14.699569	0.000000	63.004000	53.067000	0.000000 
	4.316667	14.699532	0.000000	63.171000	53.256000	0.000000 
	4.333333	14.699519	0.000000	63.337000	53.444000	0.000000 
	4.350000	14.699494	0.000000	63.504000	53.624000	0.000000 
	4.366667	14.699507	0.000000	63.671000	53.800000	0.000000 
	4.383333	14.699445	0.000000	63.837000	53.981000	0.000000 
	4.400000	14.699359	0.000000	64.004000	54.172000	0.000000 
	4.416667	14.699297	0.000000	64.171000	54.362000	0.000000 
	4.433333	14.699297	0.000000	64.337000	54.543000	0.000000 
	4.450000	14.699334	0.000000	64.504000	54.719000	0.000000 
	4.466667	14.699297	0.000000	64.671000	54.880000	0.000000 
	4.483333	14.699285	0.000000	64.837000	55.044000	0.000000 
	4.500000	14.699322	0.000000	65.004000	55.209000	0.000000 
	4.516667	14.699285	0.000000	65.171000	55.379000	0.000000 
	4.533333	14.699223	0.000000	65.337000	55.559000	0.000000 
	4.550000	14.699173	0.000000	65.504000	55.745000	0.000000 
